festival,lugar,fecha_inicio,fecha_fin,duracion,cod_postal,latitud,longitud,provincia,localidad,artistas,estilos,enlace_foto,cartel_peq,gratuito,habitantes,tamaño_localidad,mes,costa,comunidad_autonoma,electronica,indie,rock,pop
Kalagurrirock 2023,Aparcamiento del Silo,2023-04-22,2023-04-22,1,26500,42.30615,-1.969868,La Rioja,Calahorra,"['Segismundo Toxicómano', 'Reincidentes', 'Josetxu Piperrak', 'Kontrol Mental', 'Milenrama', 'The Reimons']","['rock', 'punk', 'rock urbano']",https://fanmusicfest.b-cdn.net/sites/default/files/331906740_1067258880854646_2685261867836875214_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/274731674_4645995618842741_3466621000080648219_n.jpg?itok=BNCemQjo,False,24654,10K - 50K,Abril,False,La Rioja,False,False,True,False
Desemboca Rock'n'Roll Festival 2023,Sala Font del Ferro,2023-04-29,2023-04-30,2,17249,41.815599,3.032502,Girona,Castell-Platja d'Aro,"['Bee Bee Sea', 'Branquias Johnson', 'Familia Caamagno', 'La Perra Blanco', 'El Tolo']","['rock', 'punk', 'psychedelic', 'rhythm and blues', 'garage rock']",https://fanmusicfest.b-cdn.net/sites/default/files/desemboca_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/desemboca.jpg?itok=vTVh-Z-H,True,11757,10K - 50K,Abril,True,Cataluña,False,False,True,False
Beach Riot Fest 2023,Discoteca Ku,2023-05-05,2023-05-06,2,03501,38.54614,-0.117726,Alicante,Benidorm,"['Bones Of Minerva', 'Crisix', 'El Altar del Holocausto', 'The Meteors', 'Bala', 'Eater', 'Grima', 'La Élite', 'Lee Bains III & The Glory Fires', 'Lost Cat', 'Milkhouse', 'Moscow Death Brigade', 'Tensö', 'UK Subs', 'Invisible War', 'Whale Nado']","['rock', 'metal', 'punk']",https://fanmusicfest.b-cdn.net/sites/default/files/334092685_234317892364836_8001932486021047477_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_beach_riot_fest_2022.jpg?itok=zVGt8eaU,False,69738,50K - 100K,Mayo,True,Comunidad Valenciana,False,False,True,False
Volcano Fest 2023,Aguere Cultural,2023-05-06,2023-05-06,1,38204,28.487623,-16.316899,Santa Cruz de Tenerife,San Cristóbal de La Laguna,"['Biznaga', 'Niña Coyote eta Chico Tornado', 'Ezpalak', 'DobleCapa', 'Oscuro Culto', 'Heisenberg']","['rock', 'metal', 'thrash metal', 'doom metal']",https://fanmusicfest.b-cdn.net/sites/default/files/324235282_1221975845083958_1335448501472419101_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20Volcano%20Fest%202021_2.jpg?itok=p-1BmsT1,False,157815,100K - 500K,Mayo,True,Canarias,False,False,True,False
Galia Metal Fest 2023,Polideportivo Municipal,2023-05-12,2023-05-13,2,47450,41.31944,-4.838332,Valladolid,Pozal de Gallinas,"['Dream Evil', 'Hitten', 'Ecstatic Vision', 'Riot City', 'Asomvel', 'Destruction', 'Holy Moses', 'Kanonenfieber', 'Scanner', 'Seven Sisters', 'Silver Fist', 'Toxik', 'Wolf']","['rock', 'metal', 'heavy metal', 'power metal', 'symphonic metal']",https://fanmusicfest.b-cdn.net/sites/default/files/331329146_1315759028986427_5354208466293895542_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279930299_1434432276965645_313623283819907055_n.jpg?itok=73IjRmrT,False,527,0 - 5K,Mayo,False,Castilla y León,False,False,True,False
Vértigo Rock 2023,Ermua Antzokia,2023-05-12,2023-05-13,2,48260,43.185958,-2.500763,Vizcaya,Ermua,"['Ktulu', 'Asgarth', 'Bones Of Minerva', 'Brothers Till We Die', 'Yugular', 'Adrenalized', 'Shöck', 'Storbais', 'Bichorraro', 'Ekinocio', 'Indabak', 'Makis 37', 'Orihen', 'Painapple', 'Waah!']","['rock', 'metal', 'hardcore']",https://fanmusicfest.b-cdn.net/sites/default/files/327082053_694001195778042_8125955453777296069_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/276110707_10160267154411934_5377331283198958921_n.jpg?itok=8vj7D3Ri,True,15589,10K - 50K,Mayo,True,País Vasco,False,False,True,False
Zotes Rock 2023,Zotes del Páramo,2023-05-12,2023-05-12,1,24249,42.272357,-5.736436,León,Zotes del Páramo,"['Envidia Kotxina', 'Esguinze', 'Lions Way']","['rock', 'punk']",,,,412,0 - 5K,Mayo,False,Castilla y León,False,False,True,False
Storm Metal Fest 2023,Sala Babel,2023-05-13,2023-05-13,1,03008,38.335298,-0.514432,Alicante,Alicante,"['Dünedain', 'Argion', 'Leyenda', 'Wurdalak', 'Astral Experience']","['rock', 'metal', 'heavy metal', 'hard rock', 'alternative rock']",https://fanmusicfest.b-cdn.net/sites/default/files/314369451_681411277021048_9123889745268423764_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20Storm%20Metal%202021.jpg?itok=CbK5odKp,False,338577,100K - 500K,Mayo,True,Comunidad Valenciana,False,False,True,False
Cáceres Underground Weekend 2023,Mastropiero Gastrobar y Jardín,2023-05-18,2023-05-20,3,10001,39.471587,-6.372381,Cáceres,Cáceres,"['Capsula', 'Los Tiki Phantoms', 'Parquesvr', 'Germán Salto', 'La Trinidad', 'Víctor Coyote', 'Jaleo']","['rock', 'punk rock', 'garage', 'rock n roll', 'surf']",https://fanmusicfest.b-cdn.net/sites/default/files/334311466_232328972562938_8215122548455102311_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/275118139_942587066395768_478337485954066664_n.jpg?itok=wCBhP1JN,False,95456,50K - 100K,Mayo,False,Extremadura,False,False,True,False
OrozkoRock 2023,Orozco,2023-05-19,2023-05-20,2,48410,43.104833,-2.909258,Vizcaya,Orozco,"['Su Ta Gar', 'Pinpilinpussies', 'Capsula', 'Los Tiki Phantoms', 'John Dealer & The Coconuts', 'Kristonak', 'Lukiek', 'Rodeo', 'Seda']","['rock', 'alternative', 'hard rock', 'blues', 'post-rock']",https://fanmusicfest.b-cdn.net/sites/default/files/331759200_1084555179603866_6341798854927256610_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20OrozkoRock%202022_0.jpg?itok=t0twNt-l,False,2664,0 - 5K,Mayo,True,País Vasco,False,False,True,False
Rocktabator Fest 2023,Plaza de Toros de Lodosa,2023-05-20,2023-05-20,1,31580,42.424819,-2.083481,Navarra,Lodosa,"['Los De Marras', 'Juantxo Skalari', 'Rotten XIII', 'Dinamita', 'Kaos Urbano', 'Neskatasuna', 'Suizidio Kolectivo', 'The Dillingers']","['punk', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/332826317_729906318797631_4918914652569491786_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277816459_5349345895105272_6188276447263939396_n.jpg?itok=f5O9dorf,False,4861,0 - 5K,Mayo,False,Navarra,False,False,True,False
Víncula Rock 2023,Campo de Fútbol,2023-05-20,2023-05-20,1,23657,37.875599,-4.02988,Jaén,Escañuela,"['Desakato', 'Boikot', 'El Último Ke Zierre', 'Sons of Aguirre & Scila', 'Narco', 'Segismundo Toxicómano', 'The Litronas']","['rock', 'metal', 'punk', 'punk rock', 'metalcore']",https://fanmusicfest.b-cdn.net/sites/default/files/332673928_761252178467888_6021196546196282264_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/vincula_4.jpg?itok=rXBYnzI8,False,932,0 - 5K,Mayo,False,Andalucía,False,False,True,False
Kristonfest 2023,Sala La Paqui (Antigua BUT),2023-05-27,2023-05-27,1,28001,40.426982,-3.699747,Madrid,Madrid,"['Graveyard', 'The Obsessed', 'Inter Arma', 'Mars Red Sky', 'Rosy Finch']","['rock', 'metal', 'psychedelic', 'stoner', 'progressive']",https://fanmusicfest.b-cdn.net/sites/default/files/329567093_714258610333993_573788772986123005_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20Kristonfest%202022.jpg?itok=EDg3vk3I,False,3280782,2M - 3.2M,Mayo,False,Madrid,False,False,True,False
Surf O Rama Festival 2023,Sala Repvblicca,2023-06-02,2023-06-03,2,46001,39.47283,-0.427006,Valencia,Valencia,"['Wau y los Arrrghs!!!', 'Los Tiki Phantoms', 'The Kongsmen', 'The Ugly Beats', 'Llobarros', 'Branquias Johnson', 'Dr. Tritón', 'Generador', 'L.A. Witch', 'Miranda and The Beat', 'The Exotic Roosters', 'The Five Cannons', 'The Great Surforama Orchestra', 'The Kaisers', 'The Mummies']","['rock', 'rock n roll', 'rockabilly', 'surf', 'swing']",https://fanmusicfest.b-cdn.net/sites/default/files/surf_2.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_surforama_2022.jpg?itok=LEhPknpR,False,792492,500K - 1M,Junio,True,Comunidad Valenciana,False,False,True,False
Iberia Festival Murcia 2023,Antiguo Cuartel de Artillería,2023-06-03,2023-06-03,1,30001,37.978581,-1.134551,Murcia,Murcia,"['Loquillo', 'Ilegales', 'Burning']","['rock', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/322717716_858179265388636_1430100671920781677_n_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/320888676_118806621071921_7973594442296072110_n.jpg?itok=Pt5QWcqK,False,462979,100K - 500K,Junio,True,Murcia,False,False,True,True
Chichotorment Fest 2023,Antugua Fábrica de Orujo,2023-06-03,2023-06-03,1,18650,36.993487,-3.57163,Granada,Dúrcal,sin artistas,"['rock', 'metal', 'hardcore', 'nu metal']",https://fanmusicfest.b-cdn.net/sites/default/files/bala.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/CartelChichotormentFest2020.jpg?itok=lUFo9Fxr,False,7216,5K - 10K,Junio,True,Andalucía,False,False,True,False
Ehuneko Bat 2023,Bekosolo Parkea,2023-06-03,2023-06-03,1,48450,43.248102,-2.889753,Vizcaya,Doneztebe,"['Kaos Urbano', 'Porco Bravo', 'Animales Muertos', 'No Konforme', 'Penadas Por La Ley', 'Unkommon Sense']","['rock', 'punk', 'folk', 'punk rock', 'rock urbano']",https://fanmusicfest.b-cdn.net/sites/default/files/333450255_1838607123188811_4720365888085340036_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_ehuneko_2022.jpg?itok=1zVT8Wk8,True,11780,10K - 50K,Junio,True,País Vasco,False,False,True,False
Z! Live Rock Fest 2023,Recinto Ferial de I.F.E.Z.A,2023-06-07,2023-06-10,4,49022,41.519537,-5.715646,Zamora,Zamora,"['Airbourne', 'Helloween', 'Doro', 'Gloryhammer', 'Insomnium', 'Legion', 'Michael Schenker', 'Ross The Boss', 'Amorphis', 'Barón Rojo', 'Celtian', 'Celtibeerian', 'Crisix', 'Dünedain', 'El Altar del Holocausto', 'Evergrey', 'Exodus', 'Gigatrón', 'Haken', 'Lèpoka', 'Omnium Gatherum', 'Trallery', 'Angra', 'Ciconia', 'Dark Tranquillity']","['metal', 'heavy metal', 'power metal']",https://fanmusicfest.b-cdn.net/sites/default/files/1080x1350_z23_cartel_ig_distribucion_dias_221222.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_zlive22_por_dias_fleshgod.png?itok=3hfXde8K,False,59475,50K - 100K,Junio,False,Castilla y León,False,False,False,False
Astudillo Punk Rock 2023,Polideportivo La Joya,2023-06-09,2023-06-10,2,34450,42.192284,-4.299023,Palencia,Astudillo,"['Kaos Urbano', 'Porretas', 'Sons of Aguirre & Scila', 'Kaos Etiliko', 'Laura Dsk', 'Radiocrimen', 'Telón de Acero']","['rock', 'metal', 'punk', 'rap', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/329775353_525937399642957_8546939989171186946_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/274378592_4854653047955133_1442239770600999897_n.jpg?itok=jOVGO4XB,False,1031,0 - 5K,Junio,False,Castilla y León,False,False,True,False
OleoRock 2023,Polideportivo Matías Prats,2023-06-10,2023-06-10,1,23650,37.76376,-3.947289,Jaén,Torredonjimeno,"['Lujuria', 'Obús']","['rock', 'metal', 'folk', 'heavy metal']",https://fanmusicfest.b-cdn.net/sites/default/files/oleo.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20oleo%20rock%202021.jpg?itok=vhALroJO,False,13467,10K - 50K,Junio,False,Andalucía,False,False,True,False
Azkena Rock Festival 2023,Recinto Mendizabala,2023-06-15,2023-06-17,3,01007,42.834043,-2.685149,Álava,Vitoria-Gasteiz,"['Iggy Pop', 'Rancid', 'Calexico', 'Lucinda Williams', 'The Pretenders', 'Bones Of Minerva', 'Incubus', 'Melvins', 'Monster Magnet', 'Alter Bridge', 'Ana Popovic', 'Brigade Loco', 'Chuck Prophet', 'El Drogas', 'Queensrÿche', 'The Kaisers', 'The Soundtrack of Our Lives', 'The Undertones', 'Amanda Shires', 'Ayuken Djs', 'Belle Brow', 'Billy Childish', 'Carmela Maracas & Lupita Mambo', 'Cordovas', 'Earthless']","['rock', 'metal', 'hard rock', 'blues', 'classic rock']",https://fanmusicfest.b-cdn.net/sites/default/files/9d0e35f1-b302-21a4-fef1-947eaca9eb01.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/azkena_0.jpg?itok=6r-e1yxq,False,253672,100K - 500K,Junio,False,País Vasco,False,False,True,False
Renacer Metal Fest 2023,Sala ReviLive,2023-06-16,2023-06-17,2,28001,40.401234,-3.590995,Madrid,Madrid,"['Easy Rider', 'Sacramento', 'Anunnaki', 'Ars Amandi', 'Guadaña', 'Mandrágora Negra', 'Romeo']","['rock', 'metal', 'heavy metal']",,,,3280782,2M - 3.2M,Junio,False,Madrid,False,False,True,False
Festival Vintoro 2023,Plaza de Toros,2023-06-16,2023-06-17,2,49800,41.522652,-5.388515,Zamora,Toro,"['Boikot', 'Def Con Dos', 'El Último Ke Zierre', 'Narco', 'Segismundo Toxicómano', 'Sons of Aguirre', 'Envidia Kotxina', 'Josetxu Piperrak', 'Kaos Etiliko', 'Manifa', 'Agua Bendita', 'Catalina Grande Piñón Pequeño', 'Scila']","['rock', 'metal', 'punk']",https://fanmusicfest.b-cdn.net/sites/default/files/325832197_156015933527371_2999791107107507461_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/281730457_1471971576553426_3902690334957816136_n.jpg?itok=Fa9y9_87,False,8448,5K - 10K,Junio,False,Castilla y León,False,False,True,False
Kabiefest Metal 2023,Los Hoyos Bidea Iza,2023-06-16,2023-06-17,2,48980,43.320282,-3.034835,Vizcaya,Santurtzi,"['Lèpoka', 'Against Myself', 'Dünedain', 'Kritter', 'The Broken Horizon', 'All This Chaos', 'Docka Pussel', 'DÊRRAC', 'Mala Decisión']","['metal', 'heavy metal', 'power metal']",https://fanmusicfest.b-cdn.net/sites/default/files/319353181_644763114053366_1782495244867131296_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278339825_126316763329568_3162819879815809910_n.jpg?itok=x2FY4c1M,True,45749,10K - 50K,Junio,True,País Vasco,False,False,False,False
HDC 843 Rockin' Fest 2023,Parque de La Pollina,2023-06-16,2023-06-18,3,28946,40.284528,-3.769013,Madrid,Fuenlabrada,"['Biznaga', 'Dr. Feelgood', 'Sex Museum', 'Doctor Explosión', 'Al Dual', 'Las Aspiradoras', 'Los Torontos', 'Los Widow Makers', 'Marcos Sendarrubias', 'Micky & The Buzz', 'The Dustaphonics', ""The Trouper's Swing Band"", 'A Tiro', 'BigBlack Rhino', 'Branquias Johnson', 'Dr. Tritón', 'Lojo & The Mojos', 'The Radions', 'The Vanjas']","['rock', 'punk', 'rhythm and blues', 'rockabilly', 'surf']",https://fanmusicfest.b-cdn.net/sites/default/files/336184411_140273012039844_4745857130463998192_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279210197_5187581371262417_1326855273568752765_n.jpg?itok=W7TIR850,True,189891,100K - 500K,Junio,False,Madrid,False,False,True,False
Rock Imperium Festival 2023,Parque de la Cuesta del Batel,2023-06-23,2023-06-25,3,30202,37.601389,-0.977359,Murcia,Cartagena,"['Kiss', 'Deep Purple', 'Helloween', 'H.E.A.T', 'Europe', 'Lordi', 'Angel Witch', 'Leo Jiménez', 'Rise To Fall', ""Steve 'N' Seagulls"", 'Tygers Of Pan Tang', 'Ciclón', 'Elegant Weapons', 'Elure', 'Jolly Joker', 'MELT4', 'Midjungards', 'Skullmania', 'Soen', 'The Black Tree']","['metal', 'heavy metal', 'hard rock', 'death metal']",https://fanmusicfest.b-cdn.net/sites/default/files/326806525_3337229299880090_531281379112897682_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/288428470_322595090070260_3364519753249329718_n.jpg?itok=jcTYuanj,False,216961,100K - 500K,Junio,True,Murcia,False,False,True,False
The Wild Fest 2023,Parque Forestal San Miguel de Oia,2023-06-23,2023-06-25,3,36390,42.174472,-8.79344,Pontevedra,Vigo,['Ángel Stanich'],"['rock', 'folk']",https://fanmusicfest.b-cdn.net/sites/default/files/338120858_573169418106142_5251048008898430653_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/the_wild.jpg?itok=GShrfo3E,False,292374,100K - 500K,Junio,True,Galicia,False,False,True,False
BBK Music Legends Festival 2023,Bilbao Arena,2023-06-23,2023-06-24,2,48003,43.252056,-2.926059,Vizcaya,Bilbao,"['Chris Isaak', 'The Cult', 'The Waterboys', 'Canned Heat', 'Nikki Lane', 'Uli Jon Roth', 'Nikki Hill', 'Willis Drummond', 'Lorelei Green', 'Luke Winslow-King', 'SUA', 'The Daltonics']","['rock', 'blues', 'soul']",https://fanmusicfest.b-cdn.net/sites/default/files/cartelbbk.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/288534194_541260760793768_3668042424236868293_n.jpg?itok=xEoYO0ly,False,344127,100K - 500K,Junio,True,País Vasco,False,False,True,False
Zeporock 2023,Albergue Dulcinea del Toboso,2023-06-23,2023-06-25,3,45820,39.518385,-2.998849,Toledo,El Toboso,"['Biznaga', 'Doctor Explosión', 'Viva Belgrado', 'La Perra Blanco', 'Los Invaders', 'Paramo Union', 'Whale Nado']","['rock', 'hard rock', 'ska', 'rock n roll', 'rhythm and blues']",https://fanmusicfest.b-cdn.net/sites/default/files/334967829_151781421105812_8531771652444376713_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/zeporock.png?itok=1HHdKYI2,False,1663,0 - 5K,Junio,False,Castilla-La Mancha,False,False,True,False
Koba Live 2023,Koba-Live,2023-06-24,2023-06-24,1,48220,43.165972,-2.613164,Vizcaya,Abadiño,"['Angelus Apatrida', 'Primal Fear', 'El Altar del Holocausto', 'Blackhearth', 'Mosh', 'Sweet Rage']",['metal'],https://fanmusicfest.b-cdn.net/sites/default/files/331978023_1176763159896067_3654588808135029044_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279636036_133474025939236_4341228592006759170_n.jpg?itok=ecAGIzDR,True,7708,5K - 10K,Junio,True,País Vasco,False,False,False,False
Resurrection Fest 2023,Campo de fútbol de Celeiro,2023-06-28,2023-07-01,4,27863,43.67633,-7.591553,Lugo,Viveiro,"['Pantera', 'Slipknot', 'Ghost', 'Parkway Drive', 'Papa Roach', 'Alter Bridge', 'Architects', 'Behemoth', 'Desakato', 'Meshuggah', 'Powerwolf', 'The Baboon Show', 'Belphegor', 'Black Flag', 'Hatebreed', 'Kadavar', 'Lacuna Coil', 'Rise Of The Northstar', 'Soulfly', '1000mods', 'Alcest', 'Amaranthe', 'Amenra', 'As Everything Unfolds', 'Attila']","['rock', 'metal', 'hardcore', 'death metal', 'metalcore']",https://fanmusicfest.b-cdn.net/sites/default/files/resu_3.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/resu%20day%20cartel.jpg?itok=xH4GW8KR,False,15231,10K - 50K,Junio,True,Galicia,False,False,True,False
Antifa Rock Juneda 2023,Recinto Antifa Rock Juneda,2023-06-29,2023-07-01,3,25430,41.547856,0.828946,Lleida,Juneda,"['El Drogas', 'Segismundo Toxicómano', 'The Baboon Show', 'Envidia Kotxina', 'Josetxu Piperrak', 'KOP', 'Kaos Urbano', 'Radiocrimen', 'Tropa do Carallo', 'Arpaviejas', 'Dinamita', 'Manolo Kabezabolo', 'Milenrama', 'Ostiaputa', 'Rat-Zinger', 'Ratpenades', 'Rotten XIII', 'Agua Bendita', 'Bull Brigade', 'Dakidarría', 'Insano Juicio', 'Pubic Enemy', 'Suzio 13', 'Último Rekurso']","['punk', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/336108381_959700221688242_4792922423627995471_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/281552131_2092632220930411_8502791651014874643_n.jpg?itok=ELzho23C,False,3558,0 - 5K,Junio,False,Cataluña,False,False,True,False
SubeRock 2023,Pabellon Multiusos,2023-06-30,2023-07-01,2,06500,39.363272,-7.13794,Badajoz,San Vicente de Alcántara,"['The BellRays', 'Doctor Explosión', 'The Maharajas', 'Koko-Jean & The Tonics', 'Les Lullies', 'Los Pepes', 'Solar Corona', 'The Oddballs', 'Bantastic Fand', 'Cais Sodré Funk Connection', 'Calizo', 'El Gobierno', 'Lola Lola', ""The Bo Derek's"", 'The Scaners']","['rock', 'pop', 'blues', 'soul', 'garage rock']",https://fanmusicfest.b-cdn.net/sites/default/files/330805619_555655149851256_6279702642679539980_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/283987100_378858824285962_250054871539657939_n.jpg?itok=MkQ7IcP6,True,5291,5K - 10K,Junio,False,Extremadura,False,False,True,True
VDB Rock 2023,Patio del instituto viejo,2023-06-30,2023-07-01,2,34200,41.916666,-4.486735,Palencia,Venta de Baños,"['Lendakaris Muertos', 'Hamlet', 'Aphonnic', 'Josetxu Piperrak', 'Mafalda', 'Mala Reputación', 'Milenrama', 'Bourbon Kings', 'Cadabra', 'Free City', 'Ni Por Favor Ni Ostias', 'Shöck']","['rock', 'metal', 'punk', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/333562322_1449222399181609_6495554698762940972_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/276287334_2128388720653631_6073700263013372010_n.png?itok=ouuPMzD4,True,6324,5K - 10K,Junio,False,Castilla y León,False,False,True,False
Maizu Rock 2023,Intriago,2023-07-01,2023-07-01,1,33556,43.342915,-5.041167,Asturias,Intriago,"['Bestia Negra', 'Jeremías el babuino']","['rock', 'metal', 'punk', 'hardcore', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/bestia_negra.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279924122_133369349285019_6149420870468066750_n.jpeg?itok=2Af4lAQm,True,6260,5K - 10K,Julio,True,Asturias,False,False,True,False
Psychobilly Meeting 2023,Varias ubicaciones,2023-07-04,2023-07-11,8,08397,41.62451,2.682758,Barcelona,Pineda de Mar,sin artistas,"['rock', 'punk rock', 'rock n roll', 'classic rock', 'rockabilly']",https://fanmusicfest.b-cdn.net/sites/default/files/captura_de_pantalla_2022-09-15_a_las_12.36.51.png,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278415197_10159468561355033_2640365079824517351_n.jpg?itok=H2dZ7ZaV,False,28083,10K - 50K,Julio,True,Cataluña,False,False,True,False
Festival Blues Cazorla 2023,Cazorla (Varios espacios),2023-07-06,2023-07-08,3,23470,37.912413,-3.003784,Jaén,Cazorla,sin artistas,"['rock', 'blues']",https://fanmusicfest.b-cdn.net/sites/default/files/330314693_511602421161281_3968949447195879630_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cazorla_0.jpg?itok=6P3lNrBU,False,7183,5K - 10K,Julio,False,Andalucía,False,False,True,False
Zurbarán Rock 2023,Parque de San Agustín,2023-07-07,2023-07-08,2,09001,42.333418,-3.700724,Burgos,Burgos,"['Angelus Apatrida', 'Mystic Prophecy', 'Opera Magna', 'Temperance', 'Tierra Santa', 'Edge of Forever', 'Ethernal', 'Freedom Call', 'Girish and The Chronicles', 'Grave Noise', 'Killus', 'Mike Tramp', 'Perros de Paja', 'Xtasy', 'Basati', 'Sexma']","['rock', 'metal', 'heavy metal', 'hard rock']",https://fanmusicfest.b-cdn.net/sites/default/files/337423755_894615498437967_6534742241859349849_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/zurbaran_1.jpg?itok=j2dF1Hod,True,173483,100K - 500K,Julio,False,Castilla y León,False,False,True,False
Mondra & Roll 2023,Parque de Monterrón,2023-07-07,2023-07-08,2,20500,43.066709,-2.491531,Guipuzcoa,Arrasate,"['The Interrupters', 'Perkele', 'Bad Manners', 'Buzzcocks', 'Sick of It All', 'UK Subs', 'Arkada Social', 'Rotten XIII', 'Agur', 'Hell Beer Boys', 'Maid Of Ice', 'Special Crew', 'Subterranean Kids', 'Svetlanas']","['punk', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/335524012_725505042350786_3673798243079735832_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278950236_4972508266151858_439223765258140412_n.jpg?itok=0fn0wXdz,False,21760,10K - 50K,Julio,True,País Vasco,False,False,True,False
Galleta Rock Fest 2023,Ciudad Deportiva Alberto Fernández,2023-07-08,2023-07-08,1,34800,42.790043,-4.258677,Palencia,Aguilar de Campoo,"['El Último Ke Zierre', 'Segismundo Toxicómano', 'Los De Marras', 'Disaster Jacks', 'Tularemia']","['rock', 'metal', 'punk']",https://fanmusicfest.b-cdn.net/sites/default/files/329130753_6109617865768754_2241408001588182497_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/galleta_0.jpg?itok=WqtgNTK5,False,6646,5K - 10K,Julio,False,Castilla y León,False,False,True,False
Dolmen Music Fest 2023,Recinto del antiguo Liceo,2023-07-08,2023-07-08,1,09550,42.941196,-3.568982,Burgos,Villarcayo,"['Sick of It All', 'Kaos Urbano', 'Porco Bravo', 'Memocracia', 'We Exist Even Dead']","['rock', 'punk', 'hip-hop', 'punk rock', 'humor']",https://fanmusicfest.b-cdn.net/sites/default/files/dolmen_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/291605889_5685064801503755_2561716262906545256_n.jpg?itok=A-eE2jLz,True,3942,0 - 5K,Julio,False,Castilla y León,False,False,True,False
